,Tissue,nHVG,cl,SScore,res,cl_method
514,SIDM00722,n4500,3,0.10098023,,kmeans
515,SIDM00722,n4500,4,0.07371708,,kmeans
516,SIDM00722,n4500,5,0.07046905,,kmeans
517,SIDM00722,n4500,6,0.021596933,,kmeans
518,SIDM00722,n4500,7,0.0924162,,kmeans
519,SIDM00722,n4500,8,0.099264584,,kmeans
520,SIDM00722,n4500,9,0.09415912,,kmeans
521,SIDM00722,n4500,10,0.057313256,,kmeans
522,SIDM00722,n5000,2,0.23147073,,kmeans
523,SIDM00722,n5000,3,0.12810938,,kmeans
524,SIDM00722,n5000,4,0.095833614,,kmeans
525,SIDM00722,n5000,5,0.07704529,,kmeans
526,SIDM00722,n5000,6,0.08579505,,kmeans
527,SIDM00722,n5000,7,0.117939554,,kmeans
528,SIDM00722,n5000,8,0.12777652,,kmeans
529,SIDM00722,n5000,9,0.06639098,,kmeans
530,SIDM00722,n5000,10,0.05976278,,kmeans
531,SIDM00722,n5500,2,0.23227376,,kmeans
532,SIDM00722,n5500,3,0.09933897,,kmeans
533,SIDM00722,n5500,4,0.1431108,,kmeans
534,SIDM00722,n5500,5,0.096839495,,kmeans
535,SIDM00722,n5500,6,0.080929555,,kmeans
536,SIDM00722,n5500,7,0.055337828,,kmeans
537,SIDM00722,n5500,8,0.056853265,,kmeans
538,SIDM00722,n5500,9,0.014838044,,kmeans
539,SIDM00722,n5500,10,-0.021099517,,kmeans
540,SIDM00722,n6000,2,0.23414277,,kmeans
541,SIDM00722,n6000,3,0.13054901,,kmeans
542,SIDM00722,n6000,4,0.06779074,,kmeans
543,SIDM00722,n6000,5,0.053877544,,kmeans
544,SIDM00722,n6000,6,0.06157068,,kmeans
545,SIDM00722,n6000,7,0.06896796,,kmeans
546,SIDM00722,n6000,8,0.07047039,,kmeans
547,SIDM00722,n6000,9,0.06666181,,kmeans
548,SIDM00722,n6000,10,0.047959473,,kmeans
549,SIDM00722,n6500,2,0.23667927,,kmeans
550,SIDM00722,n6500,3,0.13339813,,kmeans
551,SIDM00722,n6500,4,0.069539435,,kmeans
552,SIDM00722,n6500,5,0.03727585,,kmeans
553,SIDM00722,n6500,6,0.081364416,,kmeans
554,SIDM00722,n6500,7,0.057859693,,kmeans
555,SIDM00722,n6500,8,0.042849857,,kmeans
556,SIDM00722,n6500,9,0.028792705,,kmeans
557,SIDM00722,n6500,10,0.034488317,,kmeans
558,SIDM00722,n7000,2,0.2377182,,kmeans
559,SIDM00722,n7000,3,0.09781997,,kmeans
560,SIDM00722,n7000,4,0.0847186,,kmeans
561,SIDM00722,n7000,5,0.04882915,,kmeans
562,SIDM00722,n7000,6,0.019591216,,kmeans
563,SIDM00722,n7000,7,-0.03663227,,kmeans
564,SIDM00722,n7000,8,0.026795547,,kmeans
565,SIDM00722,n7000,9,0.059633274,,kmeans
566,SIDM00722,n7000,10,0.07022246,,kmeans
567,SIDM00722,n7500,2,0.23844016,,kmeans
568,SIDM00722,n7500,3,0.19005947,,kmeans
569,SIDM00722,n7500,4,0.15781224,,kmeans
570,SIDM00722,n7500,5,-0.0011719906,,kmeans
571,SIDM00722,n7500,6,0.08892237,,kmeans
572,SIDM00722,n7500,7,0.07674125,,kmeans
573,SIDM00722,n7500,8,0.038470488,,kmeans
574,SIDM00722,n7500,9,0.09185118,,kmeans
575,SIDM00722,n7500,10,0.01367778,,kmeans
576,SIDM00722,n8000,2,0.23789407,,kmeans
577,SIDM00722,n8000,3,0.10103685,,kmeans
578,SIDM00722,n8000,4,0.08392436,,kmeans
579,SIDM00722,n8000,5,0.044969328,,kmeans
580,SIDM00722,n8000,6,0.08332222,,kmeans
581,SIDM00722,n8000,7,0.07973188,,kmeans
582,SIDM00722,n8000,8,0.0070120427,,kmeans
583,SIDM00722,n8000,9,0.0263078,,kmeans
584,SIDM00722,n8000,10,0.0775949,,kmeans
585,SIDM00614,n2000,2,0.06488242,,kmeans
586,SIDM00614,n2000,3,0.01591754,,kmeans
587,SIDM00614,n2000,4,0.07927494,,kmeans
588,SIDM00614,n2000,5,-0.040447675,,kmeans
589,SIDM00614,n2000,6,-0.07833309,,kmeans
590,SIDM00614,n2000,7,0.09314701,,kmeans
591,SIDM00614,n2000,8,-0.023290249,,kmeans
592,SIDM00614,n2000,9,-0.021437218,,kmeans
593,SIDM00614,n2000,10,0.0427905,,kmeans
594,SIDM00614,n2500,2,0.06302571,,kmeans
595,SIDM00614,n2500,3,0.18672013,,kmeans
596,SIDM00614,n2500,4,0.14551175,,kmeans
597,SIDM00614,n2500,5,-0.045615196,,kmeans
598,SIDM00614,n2500,6,0.017505186,,kmeans
599,SIDM00614,n2500,7,0.08249387,,kmeans
600,SIDM00614,n2500,8,0.0032764033,,kmeans
601,SIDM00614,n2500,9,0.0004862457,,kmeans
602,SIDM00614,n2500,10,0.10469409,,kmeans
603,SIDM00614,n3000,2,0.056959014,,kmeans
604,SIDM00614,n3000,3,-0.003435635,,kmeans
605,SIDM00614,n3000,4,0.14884403,,kmeans
606,SIDM00614,n3000,5,-0.04903504,,kmeans
607,SIDM00614,n3000,6,0.013299355,,kmeans
608,SIDM00614,n3000,7,-0.11786654,,kmeans
609,SIDM00614,n3000,8,0.0058828946,,kmeans
610,SIDM00614,n3000,9,0.0552286,,kmeans
611,SIDM00614,n3000,10,0.023422323,,kmeans
612,SIDM00614,n3500,2,0.05135034,,kmeans
613,SIDM00614,n3500,3,-0.022031363,,kmeans
614,SIDM00614,n3500,4,0.0770944,,kmeans
615,SIDM00614,n3500,5,-0.086102664,,kmeans
616,SIDM00614,n3500,6,-0.12211896,,kmeans
617,SIDM00614,n3500,7,0.036965415,,kmeans
618,SIDM00614,n3500,8,-0.1329919,,kmeans
619,SIDM00614,n3500,9,-0.16796882,,kmeans
620,SIDM00614,n3500,10,0.022320522,,kmeans
621,SIDM00614,n4000,2,0.046467558,,kmeans
622,SIDM00614,n4000,3,-0.01924081,,kmeans
623,SIDM00614,n4000,4,-0.07204781,,kmeans
624,SIDM00614,n4000,5,-0.072082676,,kmeans
625,SIDM00614,n4000,6,0.010368306,,kmeans
626,SIDM00614,n4000,7,-0.011152606,,kmeans
627,SIDM00614,n4000,8,-0.12343858,,kmeans
628,SIDM00614,n4000,9,-0.052292928,,kmeans
629,SIDM00614,n4000,10,-0.15437119,,kmeans
630,SIDM00614,n4500,2,0.030789977,,kmeans
631,SIDM00614,n4500,3,-0.022952082,,kmeans
632,SIDM00614,n4500,4,-0.06968971,,kmeans
633,SIDM00614,n4500,5,-0.08953723,,kmeans
634,SIDM00614,n4500,6,-0.11416323,,kmeans
635,SIDM00614,n4500,7,-0.0180685,,kmeans
636,SIDM00614,n4500,8,-0.13807753,,kmeans
637,SIDM00614,n4500,9,-0.113199934,,kmeans
638,SIDM00614,n4500,10,-0.048076257,,kmeans
639,SIDM00614,n5000,2,0.030675652,,kmeans
640,SIDM00614,n5000,3,-0.024424143,,kmeans
641,SIDM00614,n5000,4,-0.053548846,,kmeans
642,SIDM00614,n5000,5,-0.009378501,,kmeans
643,SIDM00614,n5000,6,0.0015578704,,kmeans
644,SIDM00614,n5000,7,0.03735742,,kmeans
645,SIDM00614,n5000,8,-0.015139127,,kmeans
646,SIDM00614,n5000,9,-0.11444486,,kmeans
647,SIDM00614,n5000,10,-0.019511588,,kmeans
648,SIDM00614,n5500,2,0.04193097,,kmeans
649,SIDM00614,n5500,3,-0.023609832,,kmeans
650,SIDM00614,n5500,4,-0.05457845,,kmeans
651,SIDM00614,n5500,5,-0.07358761,,kmeans
652,SIDM00614,n5500,6,-0.020066857,,kmeans
653,SIDM00614,n5500,7,-0.11834081,,kmeans
654,SIDM00614,n5500,8,0.0027890129,,kmeans
655,SIDM00614,n5500,9,-0.011885135,,kmeans
656,SIDM00614,n5500,10,-0.0071856137,,kmeans
657,SIDM00614,n6000,2,0.03836317,,kmeans
658,SIDM00614,n6000,3,0.09562533,,kmeans
659,SIDM00614,n6000,4,-0.09581247,,kmeans
660,SIDM00614,n6000,5,-0.08226851,,kmeans
661,SIDM00614,n6000,6,0.008437752,,kmeans
662,SIDM00614,n6000,7,0.021945158,,kmeans
663,SIDM00614,n6000,8,-0.1327988,,kmeans
664,SIDM00614,n6000,9,-0.17280978,,kmeans
665,SIDM00614,n6000,10,-0.16581707,,kmeans
666,SIDM00614,n6500,2,0.04023045,,kmeans
667,SIDM00614,n6500,3,-0.036481738,,kmeans
668,SIDM00614,n6500,4,-0.08543758,,kmeans
669,SIDM00614,n6500,5,-0.097387224,,kmeans
670,SIDM00614,n6500,6,-0.13747895,,kmeans
671,SIDM00614,n6500,7,-0.0030149545,,kmeans
672,SIDM00614,n6500,8,0.0083406465,,kmeans
673,SIDM00614,n6500,9,-0.029961605,,kmeans
674,SIDM00614,n6500,10,-0.17320766,,kmeans
675,SIDM00614,n7000,2,0.018366978,,kmeans
676,SIDM00614,n7000,3,-0.03317879,,kmeans
677,SIDM00614,n7000,4,0.009303843,,kmeans
678,SIDM00614,n7000,5,-0.10182274,,kmeans
679,SIDM00614,n7000,6,0.0070426585,,kmeans
680,SIDM00614,n7000,7,0.045406446,,kmeans
681,SIDM00614,n7000,8,-0.040722784,,kmeans
682,SIDM00614,n7000,9,0.0068991915,,kmeans
683,SIDM00614,n7000,10,-0.09204721,,kmeans
684,SIDM00614,n7500,2,0.040935125,,kmeans
685,SIDM00614,n7500,3,-0.032869887,,kmeans
686,SIDM00614,n7500,4,0.020501094,,kmeans
687,SIDM00614,n7500,5,-0.10593056,,kmeans
688,SIDM00614,n7500,6,-0.13711734,,kmeans
689,SIDM00614,n7500,7,-0.011447095,,kmeans
690,SIDM00614,n7500,8,-0.031065227,,kmeans
691,SIDM00614,n7500,9,-0.06389801,,kmeans
692,SIDM00614,n7500,10,-0.044257388,,kmeans
693,SIDM00614,n8000,2,0.011189014,,kmeans
694,SIDM00614,n8000,3,-0.05014505,,kmeans
695,SIDM00614,n8000,4,0.07341983,,kmeans
696,SIDM00614,n8000,5,-0.107144974,,kmeans
697,SIDM00614,n8000,6,0.0152638415,,kmeans
698,SIDM00614,n8000,7,0.038879164,,kmeans
699,SIDM00614,n8000,8,-0.055184454,,kmeans
700,SIDM00614,n8000,9,-0.070925,,kmeans
701,SIDM00614,n8000,10,-0.029027494,,kmeans
702,SIDM00607,n2000,2,0.044759624,,kmeans
703,SIDM00607,n2000,3,0.16197367,,kmeans
704,SIDM00607,n2000,4,0.1245775,,kmeans
705,SIDM00607,n2000,5,0.103086285,,kmeans
706,SIDM00607,n2000,6,0.081358336,,kmeans
707,SIDM00607,n2000,7,0.055037677,,kmeans
708,SIDM00607,n2000,8,0.14304006,,kmeans
709,SIDM00607,n2000,9,-0.010149356,,kmeans
710,SIDM00607,n2000,10,0.122201435,,kmeans
711,SIDM00607,n2500,2,0.04490987,,kmeans
712,SIDM00607,n2500,3,0.1569145,,kmeans
713,SIDM00607,n2500,4,0.11347709,,kmeans
714,SIDM00607,n2500,5,0.09388255,,kmeans
715,SIDM00607,n2500,6,0.09025569,,kmeans
716,SIDM00607,n2500,7,0.038597718,,kmeans
717,SIDM00607,n2500,8,0.02411437,,kmeans
718,SIDM00607,n2500,9,0.10305573,,kmeans
719,SIDM00607,n2500,10,0.14739968,,kmeans
720,SIDM00607,n3000,2,0.23593402,,kmeans
721,SIDM00607,n3000,3,0.15775223,,kmeans
722,SIDM00607,n3000,4,0.058339685,,kmeans
723,SIDM00607,n3000,5,-0.07628108,,kmeans
724,SIDM00607,n3000,6,0.049908523,,kmeans
725,SIDM00607,n3000,7,0.03006871,,kmeans
726,SIDM00607,n3000,8,0.01834691,,kmeans
727,SIDM00607,n3000,9,-0.01653224,,kmeans
728,SIDM00607,n3000,10,-0.006905288,,kmeans
729,SIDM00607,n3500,2,0.048028864,,kmeans
730,SIDM00607,n3500,3,0.16285016,,kmeans
731,SIDM00607,n3500,4,0.1133199,,kmeans
732,SIDM00607,n3500,5,-0.058352254,,kmeans
733,SIDM00607,n3500,6,0.06489622,,kmeans
734,SIDM00607,n3500,7,0.0450089,,kmeans
735,SIDM00607,n3500,8,0.12316956,,kmeans
736,SIDM00607,n3500,9,0.107284255,,kmeans
737,SIDM00607,n3500,10,-0.012704043,,kmeans
738,SIDM00607,n4000,2,0.047848053,,kmeans
739,SIDM00607,n4000,3,0.1645888,,kmeans
740,SIDM00607,n4000,4,0.12497076,,kmeans
741,SIDM00607,n4000,5,0.0925558,,kmeans
742,SIDM00607,n4000,6,-0.08940345,,kmeans
743,SIDM00607,n4000,7,0.059704315,,kmeans
744,SIDM00607,n4000,8,0.115032926,,kmeans
745,SIDM00607,n4000,9,0.11157324,,kmeans
746,SIDM00607,n4000,10,0.10063584,,kmeans
747,SIDM00607,n4500,2,0.048763994,,kmeans
748,SIDM00607,n4500,3,0.1601519,,kmeans
749,SIDM00607,n4500,4,0.20076308,,kmeans
750,SIDM00607,n4500,5,0.09269042,,kmeans
751,SIDM00607,n4500,6,0.059395764,,kmeans
752,SIDM00607,n4500,7,0.0016288438,,kmeans
753,SIDM00607,n4500,8,0.10741002,,kmeans
754,SIDM00607,n4500,9,0.13730353,,kmeans
755,SIDM00607,n4500,10,0.0726998,,kmeans
756,SIDM00607,n5000,2,0.0491061,,kmeans
757,SIDM00607,n5000,3,0.16705953,,kmeans
758,SIDM00607,n5000,4,0.11452818,,kmeans
759,SIDM00607,n5000,5,-0.086160004,,kmeans
760,SIDM00607,n5000,6,0.041055914,,kmeans
761,SIDM00607,n5000,7,0.09965846,,kmeans
762,SIDM00607,n5000,8,0.029401347,,kmeans
763,SIDM00607,n5000,9,0.13562976,,kmeans
764,SIDM00607,n5000,10,0.10116673,,kmeans
765,SIDM00607,n5500,2,0.048640206,,kmeans
766,SIDM00607,n5500,3,0.15719976,,kmeans
767,SIDM00607,n5500,4,0.11278017,,kmeans
768,SIDM00607,n5500,5,0.071106665,,kmeans
769,SIDM00607,n5500,6,0.13937154,,kmeans
770,SIDM00607,n5500,7,0.043647867,,kmeans
771,SIDM00607,n5500,8,0.05420646,,kmeans
772,SIDM00607,n5500,9,0.00034095935,,kmeans
773,SIDM00607,n5500,10,0.09483426,,kmeans
774,SIDM00607,n6000,2,0.04899193,,kmeans
775,SIDM00607,n6000,3,0.12491565,,kmeans
776,SIDM00607,n6000,4,0.11270939,,kmeans
777,SIDM00607,n6000,5,0.08076735,,kmeans
778,SIDM00607,n6000,6,0.06819555,,kmeans
779,SIDM00607,n6000,7,0.026385784,,kmeans
780,SIDM00607,n6000,8,-0.13143657,,kmeans
781,SIDM00607,n6000,9,0.082122296,,kmeans
782,SIDM00607,n6000,10,0.075841494,,kmeans
783,SIDM00607,n6500,2,0.04813587,,kmeans
784,SIDM00607,n6500,3,-0.027557867,,kmeans
785,SIDM00607,n6500,4,0.10185746,,kmeans
786,SIDM00607,n6500,5,0.088806264,,kmeans
787,SIDM00607,n6500,6,0.030298317,,kmeans
788,SIDM00607,n6500,7,0.022794835,,kmeans
789,SIDM00607,n6500,8,0.03866525,,kmeans
790,SIDM00607,n6500,9,0.06106218,,kmeans
791,SIDM00607,n6500,10,0.05390197,,kmeans
792,SIDM00607,n7000,2,0.04722132,,kmeans
793,SIDM00607,n7000,3,0.13837366,,kmeans
794,SIDM00607,n7000,4,0.09508626,,kmeans
795,SIDM00607,n7000,5,0.059621505,,kmeans
796,SIDM00607,n7000,6,0.027378974,,kmeans
797,SIDM00607,n7000,7,0.009330799,,kmeans
798,SIDM00607,n7000,8,0.010289187,,kmeans
799,SIDM00607,n7000,9,0.08759284,,kmeans
800,SIDM00607,n7000,10,0.0755491,,kmeans
801,SIDM00607,n7500,2,0.045113835,,kmeans
802,SIDM00607,n7500,3,0.13381658,,kmeans
803,SIDM00607,n7500,4,0.052106313,,kmeans
804,SIDM00607,n7500,5,0.06655385,,kmeans
805,SIDM00607,n7500,6,0.044899553,,kmeans
806,SIDM00607,n7500,7,0.023457391,,kmeans
807,SIDM00607,n7500,8,0.072840095,,kmeans
808,SIDM00607,n7500,9,-0.025724212,,kmeans
809,SIDM00607,n7500,10,-0.03694106,,kmeans
810,SIDM00607,n8000,2,0.043396253,,kmeans
811,SIDM00607,n8000,3,0.12400472,,kmeans
812,SIDM00607,n8000,4,0.09386699,,kmeans
813,SIDM00607,n8000,5,0.060921986,,kmeans
814,SIDM00607,n8000,6,0.042420503,,kmeans
815,SIDM00607,n8000,7,0.016184732,,kmeans
816,SIDM00607,n8000,8,-0.0710894,,kmeans
817,SIDM00607,n8000,9,0.0737856,,kmeans
818,SIDM00607,n8000,10,-0.031299863,,kmeans
819,SIDM00148,n2000,2,0.2603358,,kmeans
820,SIDM00148,n2000,3,0.041774705,,kmeans
821,SIDM00148,n2000,4,0.19039613,,kmeans
822,SIDM00148,n2000,5,0.16867843,,kmeans
823,SIDM00148,n2000,6,0.05401598,,kmeans
824,SIDM00148,n2000,7,0.04535701,,kmeans
825,SIDM00148,n2000,8,0.119498864,,kmeans
826,SIDM00148,n2000,9,0.0982525,,kmeans
827,SIDM00148,n2000,10,-0.12395309,,kmeans
828,SIDM00148,n2500,2,0.09741618,,kmeans
829,SIDM00148,n2500,3,0.22316773,,kmeans
830,SIDM00148,n2500,4,0.00043122057,,kmeans
831,SIDM00148,n2500,5,-0.009119722,,kmeans
832,SIDM00148,n2500,6,0.046997473,,kmeans
833,SIDM00148,n2500,7,-0.041828427,,kmeans
834,SIDM00148,n2500,8,-0.054284904,,kmeans
835,SIDM00148,n2500,9,-0.06935038,,kmeans
836,SIDM00148,n2500,10,-0.08931063,,kmeans
837,SIDM00148,n3000,2,0.07772252,,kmeans
838,SIDM00148,n3000,3,0.030001415,,kmeans
839,SIDM00148,n3000,4,0.21239536,,kmeans
840,SIDM00148,n3000,5,0.1850647,,kmeans
841,SIDM00148,n3000,6,-0.011359395,,kmeans
842,SIDM00148,n3000,7,-0.04341575,,kmeans
843,SIDM00148,n3000,8,0.14984423,,kmeans
844,SIDM00148,n3000,9,-0.06769419,,kmeans
845,SIDM00148,n3000,10,-0.072149634,,kmeans
846,SIDM00148,n3500,2,0.27201572,,kmeans
847,SIDM00148,n3500,3,0.013377685,,kmeans
848,SIDM00148,n3500,4,-0.015855402,,kmeans
849,SIDM00148,n3500,5,0.15866151,,kmeans
850,SIDM00148,n3500,6,-0.13539068,,kmeans
851,SIDM00148,n3500,7,-0.027862608,,kmeans
852,SIDM00148,n3500,8,-0.043583095,,kmeans
853,SIDM00148,n3500,9,-0.051093712,,kmeans
854,SIDM00148,n3500,10,-0.057741445,,kmeans
855,SIDM00148,n4000,2,0.082314745,,kmeans
856,SIDM00148,n4000,3,0.2055412,,kmeans
857,SIDM00148,n4000,4,-0.018809518,,kmeans
858,SIDM00148,n4000,5,0.17611879,,kmeans
859,SIDM00148,n4000,6,0.14453426,,kmeans
860,SIDM00148,n4000,7,-0.027786447,,kmeans
861,SIDM00148,n4000,8,-0.040471178,,kmeans
862,SIDM00148,n4000,9,-0.06198935,,kmeans
863,SIDM00148,n4000,10,-0.06755507,,kmeans
864,SIDM00148,n4500,2,0.08107391,,kmeans
865,SIDM00148,n4500,3,0.22490576,,kmeans
866,SIDM00148,n4500,4,-0.022416333,,kmeans
867,SIDM00148,n4500,5,0.17458598,,kmeans
868,SIDM00148,n4500,6,-0.14634174,,kmeans
869,SIDM00148,n4500,7,-0.026600277,,kmeans
870,SIDM00148,n4500,8,-0.0432095,,kmeans
871,SIDM00148,n4500,9,-0.05734478,,kmeans
872,SIDM00148,n4500,10,-0.061726946,,kmeans
873,SIDM00148,n5000,2,0.08087537,,kmeans
874,SIDM00148,n5000,3,0.05019323,,kmeans
875,SIDM00148,n5000,4,0.17719112,,kmeans
876,SIDM00148,n5000,5,0.18101048,,kmeans
877,SIDM00148,n5000,6,0.089640155,,kmeans
878,SIDM00148,n5000,7,-0.036001325,,kmeans
879,SIDM00148,n5000,8,0.1482449,,kmeans
880,SIDM00148,n5000,9,0.12864031,,kmeans
881,SIDM00148,n5000,10,0.12584223,,kmeans
882,SIDM00148,n5500,2,0.07780249,,kmeans
883,SIDM00148,n5500,3,0.046123814,,kmeans
884,SIDM00148,n5500,4,0.01992559,,kmeans
885,SIDM00148,n5500,5,-0.036915198,,kmeans
886,SIDM00148,n5500,6,0.17691366,,kmeans
887,SIDM00148,n5500,7,-0.03894025,,kmeans
888,SIDM00148,n5500,8,-0.06690738,,kmeans
889,SIDM00148,n5500,9,-0.07605851,,kmeans
890,SIDM00148,n5500,10,-0.07886862,,kmeans
891,SIDM00148,n6000,2,0.07717012,,kmeans
892,SIDM00148,n6000,3,0.044949338,,kmeans
893,SIDM00148,n6000,4,0.15005432,,kmeans
894,SIDM00148,n6000,5,-0.0046942625,,kmeans
895,SIDM00148,n6000,6,-0.16460496,,kmeans
896,SIDM00148,n6000,7,-0.038040023,,kmeans
897,SIDM00148,n6000,8,0.17017269,,kmeans
898,SIDM00148,n6000,9,0.15084647,,kmeans
899,SIDM00148,n6000,10,0.16004224,,kmeans
900,SIDM00148,n6500,2,0.07507258,,kmeans
901,SIDM00148,n6500,3,0.04558546,,kmeans
902,SIDM00148,n6500,4,0.015417253,,kmeans
903,SIDM00148,n6500,5,-0.041522086,,kmeans
904,SIDM00148,n6500,6,-0.06282461,,kmeans
905,SIDM00148,n6500,7,0.17201418,,kmeans
906,SIDM00148,n6500,8,-0.06762413,,kmeans
907,SIDM00148,n6500,9,-0.07485425,,kmeans
908,SIDM00148,n6500,10,-0.07849541,,kmeans
909,SIDM00148,n7000,2,0.07402849,,kmeans
910,SIDM00148,n7000,3,0.12164005,,kmeans
911,SIDM00148,n7000,4,0.21258593,,kmeans
912,SIDM00148,n7000,5,-0.10589811,,kmeans
913,SIDM00148,n7000,6,0.14237206,,kmeans
914,SIDM00148,n7000,7,-0.050859198,,kmeans
915,SIDM00148,n7000,8,0.16467336,,kmeans
916,SIDM00148,n7000,9,0.15440083,,kmeans
917,SIDM00148,n7000,10,-0.17844978,,kmeans
918,SIDM00148,n7500,2,0.07009338,,kmeans
919,SIDM00148,n7500,3,0.1158691,,kmeans
920,SIDM00148,n7500,4,0.20446025,,kmeans
921,SIDM00148,n7500,5,0.10304827,,kmeans
922,SIDM00148,n7500,6,-0.04202795,,kmeans
923,SIDM00148,n7500,7,0.13917375,,kmeans
924,SIDM00148,n7500,8,-0.08632199,,kmeans
925,SIDM00148,n7500,9,0.14810014,,kmeans
926,SIDM00148,n7500,10,0.12125482,,kmeans
927,SIDM00148,n8000,2,0.06410149,,kmeans
928,SIDM00148,n8000,3,0.17492008,,kmeans
929,SIDM00148,n8000,4,-0.0102282595,,kmeans
930,SIDM00148,n8000,5,-0.013778844,,kmeans
931,SIDM00148,n8000,6,-0.04893832,,kmeans
932,SIDM00148,n8000,7,-0.06736669,,kmeans
933,SIDM00148,n8000,8,0.15863279,,kmeans
934,SIDM00148,n8000,9,0.14095907,,kmeans
935,SIDM00148,n8000,10,0.13511485,,kmeans
936,SIDM00676,n2000,2,0.093982935,,kmeans
937,SIDM00676,n2000,3,0.035645843,,kmeans
938,SIDM00676,n2000,4,0.12256847,,kmeans
939,SIDM00676,n2000,5,0.026371755,,kmeans
940,SIDM00676,n2000,6,0.13519685,,kmeans
941,SIDM00676,n2000,7,0.007083669,,kmeans
942,SIDM00676,n2000,8,0.0087936865,,kmeans
943,SIDM00676,n2000,9,-0.008349452,,kmeans
944,SIDM00676,n2000,10,-0.013497033,,kmeans
945,SIDM00676,n2500,2,0.09844451,,kmeans
946,SIDM00676,n2500,3,0.03933071,,kmeans
947,SIDM00676,n2500,4,0.017997453,,kmeans
948,SIDM00676,n2500,5,0.03082593,,kmeans
949,SIDM00676,n2500,6,0.13763651,,kmeans
950,SIDM00676,n2500,7,0.1363336,,kmeans
951,SIDM00676,n2500,8,0.12030139,,kmeans
952,SIDM00676,n2500,9,0.09762385,,kmeans
953,SIDM00676,n2500,10,-0.003594326,,kmeans
954,SIDM00676,n3000,2,0.10289378,,kmeans
955,SIDM00676,n3000,3,0.17301035,,kmeans
956,SIDM00676,n3000,4,0.056855354,,kmeans
957,SIDM00676,n3000,5,0.038941137,,kmeans
958,SIDM00676,n3000,6,0.00073019374,,kmeans
959,SIDM00676,n3000,7,-0.045013584,,kmeans
960,SIDM00676,n3000,8,0.13971935,,kmeans
961,SIDM00676,n3000,9,-0.03774923,,kmeans
962,SIDM00676,n3000,10,-0.04401237,,kmeans
963,SIDM00676,n3500,2,0.08945446,,kmeans
964,SIDM00676,n3500,3,0.037885,,kmeans
965,SIDM00676,n3500,4,0.027070388,,kmeans
966,SIDM00676,n3500,5,0.022819445,,kmeans
967,SIDM00676,n3500,6,-0.0089918645,,kmeans
968,SIDM00676,n3500,7,0.009327483,,kmeans
969,SIDM00676,n3500,8,0.005002144,,kmeans
970,SIDM00676,n3500,9,-0.07423995,,kmeans
971,SIDM00676,n3500,10,-0.07859662,,kmeans
972,SIDM00676,n4000,2,0.09052408,,kmeans
973,SIDM00676,n4000,3,0.17803364,,kmeans
974,SIDM00676,n4000,4,0.03314194,,kmeans
975,SIDM00676,n4000,5,0.025625862,,kmeans
976,SIDM00676,n4000,6,0.14489092,,kmeans
977,SIDM00676,n4000,7,0.12842971,,kmeans
978,SIDM00676,n4000,8,0.008842495,,kmeans
979,SIDM00676,n4000,9,-0.02522866,,kmeans
980,SIDM00676,n4000,10,0.07127091,,kmeans
981,SIDM00676,n4500,2,0.09002331,,kmeans
982,SIDM00676,n4500,3,0.023971347,,kmeans
983,SIDM00676,n4500,4,0.022195328,,kmeans
984,SIDM00676,n4500,5,0.015791971,,kmeans
985,SIDM00676,n4500,6,-0.00035602768,,kmeans
986,SIDM00676,n4500,7,-0.016207825,,kmeans
987,SIDM00676,n4500,8,-0.015836537,,kmeans
988,SIDM00676,n4500,9,-0.016959695,,kmeans
989,SIDM00676,n4500,10,-0.13847922,,kmeans
990,SIDM00676,n5000,2,0.08105552,,kmeans
991,SIDM00676,n5000,3,0.029067243,,kmeans
992,SIDM00676,n5000,4,0.015838906,,kmeans
993,SIDM00676,n5000,5,0.0076719187,,kmeans
994,SIDM00676,n5000,6,0.1441721,,kmeans
995,SIDM00676,n5000,7,-0.02351181,,kmeans
996,SIDM00676,n5000,8,-0.0055415398,,kmeans
997,SIDM00676,n5000,9,0.08499404,,kmeans
998,SIDM00676,n5000,10,0.047967363,,kmeans
999,SIDM00676,n5500,2,0.071221106,,kmeans
1000,SIDM00676,n5500,3,0.045885395,,kmeans
1001,SIDM00676,n5500,4,0.12388019,,kmeans
1002,SIDM00676,n5500,5,-0.024317948,,kmeans
1003,SIDM00676,n5500,6,-0.0314861,,kmeans
1004,SIDM00676,n5500,7,-0.03577076,,kmeans
1005,SIDM00676,n5500,8,-0.016359873,,kmeans
1006,SIDM00676,n5500,9,-0.1728261,,kmeans
1007,SIDM00676,n5500,10,0.067520306,,kmeans
1008,SIDM00676,n6000,2,0.06515903,,kmeans
1009,SIDM00676,n6000,3,0.040021423,,kmeans
1010,SIDM00676,n6000,4,0.15324861,,kmeans
1011,SIDM00676,n6000,5,-0.03198321,,kmeans
1012,SIDM00676,n6000,6,-0.011504589,,kmeans
1013,SIDM00676,n6000,7,-0.026385091,,kmeans
1014,SIDM00676,n6000,8,-0.020739872,,kmeans
1015,SIDM00676,n6000,9,0.09541087,,kmeans
1016,SIDM00676,n6000,10,0.082622685,,kmeans
1017,SIDM00676,n6500,2,0.058008745,,kmeans
1018,SIDM00676,n6500,3,0.0337297,,kmeans
1019,SIDM00676,n6500,4,0.12771171,,kmeans
1020,SIDM00676,n6500,5,-0.03713262,,kmeans
1021,SIDM00676,n6500,6,-0.048388157,,kmeans
1022,SIDM00676,n6500,7,-0.05171335,,kmeans
